Player's List,Base Price,COST IN ₹ (CR.),Cost IN $ (000),2022 Squad,TYPE_BATSMAN,TYPE_BOWLER,TYPE_WICKETKEEPER,Team_Delhi Capitals,Team_Gujarat Titans,Team_Kolkata Knight Riders,Team_Lucknow Super Giants,Team_Mumbai Indians,Team_Punjab Super Kings,Team_Rajasthan Royals,Team_Royal Challengers Banglore,Team_Sunrisers Hyderabad,Team_Unsold
Nathan McAndrew,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Rajesh Mohanty,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Ravi Sharma,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Vikash Singh,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Ruben Trumpelmann,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Koushik Vasuki,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Vasu Vats,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Shubham Agrawal,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Baba Aparajith,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Anshul Kamboj,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Azim Kazi,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Dev Lakra,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Jitender Pal,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Ritwik Roy Chowdhury,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Utkarsh Singh,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Shubham Singh,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Avneesh Sudha,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Asad Jamil Ahmed,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Bandaru Ayyappa,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Aashish Bhatt,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
McKenny Clarke,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Shubham Kapse,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Gourav Koul,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Raunak Kumar,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Trilok Nag,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Atal Bihari Rai,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Ramon Simmonds,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Rajeev Singh,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Mohd. Wasim,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Atharva Ankolekar,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Khizar Dafedar,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Naman Dhir,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Sahil Dhiwan,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Sampark Gupta,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Jordan Hermann,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Hayden Kerr,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Salman Khan,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Sairaj Patil,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Divyaansh Saxena,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Purnank Tyagi,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Prince Yadav,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Deepraj Gaonkar,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Shubham Garhwal,2000000,0.0,0.0,RR,False,False,False,False,False,False,False,False,False,False,False,False,True
Benny Howell,4000000,0.0,0.0,PBKS,False,False,False,False,False,False,False,False,False,False,False,False,True
Deepesh Nailwal,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Arjun Rapria,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Shashwat Rawat,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Sumit Ruikar,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Shivam Sharma,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Rajandeep Singh,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Anunay Singh,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Digvesh Singh,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Pranshu Vijayran,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Prerit Dutta,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Ramakrishna Ghosh,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Shubhang Hegde,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Shamshuzama Kazi,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Ayaz Khan,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Amit Pachhara,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Akul Pandove,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Garv Sangwan,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Shubham Sharma,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Amit Yadav,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Amit Ali,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Rishabh Chauhan,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Matthew Forde,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Sammar Gajjar,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Rajneesh Gurbani,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Divyansh Joshi,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Dhruv Patel,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Jack Prestwidge,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Aditya Sarvate,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Sagar Solanki,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Prenelan Subrayen,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
